Tx1,Tx2,Tx3,Position_Label,Coordinate_Hint
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-54,-36,P7,"(0.35, 1.06)"
-47,-51,-37,P7,"(0.35, 1.06)"
-47,-50,-35,P7,"(0.35, 1.06)"
-47,-49,-30,P7,"(0.35, 1.06)"
-47,-48,-35,P7,"(0.35, 1.06)"
-47,-51,-36,P7,"(0.35, 1.06)"
-48,-56,-34,P7,"(0.35, 1.06)"
-50,-57,-29,P7,"(0.35, 1.06)"
-54,-53,-29,P7,"(0.35, 1.06)"
-62,-51,-30,P7,"(0.35, 1.06)"
-59,-51,-35,P7,"(0.35, 1.06)"
-57,-50,-30,P7,"(0.35, 1.06)"
-60,-52,-29,P7,"(0.35, 1.06)"
-60,-57,-29,P7,"(0.35, 1.06)"
-56,-55,-35,P7,"(0.35, 1.06)"
-53,-51,-36,P7,"(0.35, 1.06)"
-51,-50,-31,P7,"(0.35, 1.06)"
-50,-51,-30,P7,"(0.35, 1.06)"
-48,-53,-36,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-51,-38,P7,"(0.35, 1.06)"
-47,-50,-40,P7,"(0.35, 1.06)"
-45,-50,-37,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-49,-37,P7,"(0.35, 1.06)"
-48,-46,-30,P7,"(0.35, 1.06)"
-47,-48,-30,P7,"(0.35, 1.06)"
-47,-49,-35,P7,"(0.35, 1.06)"
-47,-49,-30,P7,"(0.35, 1.06)"
-46,-51,-35,P7,"(0.35, 1.06)"
-47,-51,-37,P7,"(0.35, 1.06)"
-46,-52,-37,P7,"(0.35, 1.06)"
-46,-54,-37,P7,"(0.35, 1.06)"
-47,-57,-37,P7,"(0.35, 1.06)"
-49,-59,-37,P7,"(0.35, 1.06)"
-51,-61,-38,P7,"(0.35, 1.06)"
-52,-60,-38,P7,"(0.35, 1.06)"
-52,-60,-39,P7,"(0.35, 1.06)"
-51,-60,-40,P7,"(0.35, 1.06)"
-50,-59,-40,P7,"(0.35, 1.06)"
-49,-57,-40,P7,"(0.35, 1.06)"
-47,-56,-39,P7,"(0.35, 1.06)"
-47,-55,-38,P7,"(0.35, 1.06)"
-47,-57,-37,P7,"(0.35, 1.06)"
-46,-59,-36,P7,"(0.35, 1.06)"
-47,-58,-36,P7,"(0.35, 1.06)"
-47,-56,-35,P7,"(0.35, 1.06)"
-47,-54,-35,P7,"(0.35, 1.06)"
-48,-53,-35,P7,"(0.35, 1.06)"
-48,-52,-30,P7,"(0.35, 1.06)"
-48,-51,-35,P7,"(0.35, 1.06)"
-48,-50,-35,P7,"(0.35, 1.06)"
-49,-51,-35,P7,"(0.35, 1.06)"
-49,-51,-35,P7,"(0.35, 1.06)"
-49,-50,-35,P7,"(0.35, 1.06)"
-48,-51,-35,P7,"(0.35, 1.06)"
-48,-50,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-50,-49,-36,P7,"(0.35, 1.06)"
-48,-50,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-48,-50,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-50,-51,-37,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-49,-36,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-49,-51,-38,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-50,-36,P7,"(0.35, 1.06)"
-49,-51,-37,P7,"(0.35, 1.06)"
-48,-49,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-48,-49,-36,P7,"(0.35, 1.06)"
-48,-49,-37,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-49,-49,-36,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-48,-49,-37,P7,"(0.35, 1.06)"
-48,-51,-38,P7,"(0.35, 1.06)"
-49,-51,-37,P7,"(0.35, 1.06)"
-49,-49,-37,P7,"(0.35, 1.06)"
-49,-51,-37,P7,"(0.35, 1.06)"
-49,-49,-38,P7,"(0.35, 1.06)"
-48,-50,-37,P7,"(0.35, 1.06)"
-48,-49,-38,P7,"(0.35, 1.06)"
-48,-49,-37,P7,"(0.35, 1.06)"
-48,-49,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-48,-49,-37,P7,"(0.35, 1.06)"
-48,-50,-37,P7,"(0.35, 1.06)"
-49,-49,-37,P7,"(0.35, 1.06)"
-48,-51,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-48,-51,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-48,-49,-37,P7,"(0.35, 1.06)"
-49,-50,-38,P7,"(0.35, 1.06)"
-49,-51,-37,P7,"(0.35, 1.06)"
-49,-49,-37,P7,"(0.35, 1.06)"
-49,-51,-37,P7,"(0.35, 1.06)"
-49,-49,-37,P7,"(0.35, 1.06)"
-50,-49,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-49,-49,-38,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-50,-49,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-49,-49,-38,P7,"(0.35, 1.06)"
-49,-49,-37,P7,"(0.35, 1.06)"
-50,-49,-37,P7,"(0.35, 1.06)"
-49,-49,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-49,-49,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-49,-49,-38,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-49,-49,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-49,-51,-37,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-51,-50,-37,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-50,-51,-37,P7,"(0.35, 1.06)"
-50,-51,-37,P7,"(0.35, 1.06)"
-50,-51,-38,P7,"(0.35, 1.06)"
-50,-51,-37,P7,"(0.35, 1.06)"
-50,-51,-37,P7,"(0.35, 1.06)"
-49,-51,-37,P7,"(0.35, 1.06)"
-50,-51,-38,P7,"(0.35, 1.06)"
-50,-51,-37,P7,"(0.35, 1.06)"
-50,-51,-37,P7,"(0.35, 1.06)"
-50,-51,-38,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-50,-44,-39,P7,"(0.35, 1.06)"
-48,-48,-36,P7,"(0.35, 1.06)"
-47,-48,-36,P7,"(0.35, 1.06)"
-47,-48,-36,P7,"(0.35, 1.06)"
-47,-49,-36,P7,"(0.35, 1.06)"
-48,-49,-35,P7,"(0.35, 1.06)"
-46,-49,-36,P7,"(0.35, 1.06)"
-45,-50,-33,P7,"(0.35, 1.06)"
-46,-50,-35,P7,"(0.35, 1.06)"
-47,-50,-30,P7,"(0.35, 1.06)"
-48,-50,-30,P7,"(0.35, 1.06)"
-52,-49,-30,P7,"(0.35, 1.06)"
-54,-48,-30,P7,"(0.35, 1.06)"
-54,-49,-30,P7,"(0.35, 1.06)"
-53,-48,-30,P7,"(0.35, 1.06)"
-54,-48,-30,P7,"(0.35, 1.06)"
-55,-49,-30,P7,"(0.35, 1.06)"
-55,-50,-30,P7,"(0.35, 1.06)"
-55,-49,-35,P7,"(0.35, 1.06)"
-53,-49,-29,P7,"(0.35, 1.06)"
-51,-48,-29,P7,"(0.35, 1.06)"
-50,-49,-30,P7,"(0.35, 1.06)"
-50,-49,-30,P7,"(0.35, 1.06)"
-51,-48,-29,P7,"(0.35, 1.06)"
-49,-49,-30,P7,"(0.35, 1.06)"
-47,-46,-30,P7,"(0.35, 1.06)"
-47,-46,-30,P7,"(0.35, 1.06)"
-48,-47,-29,P7,"(0.35, 1.06)"
-50,-50,-35,P7,"(0.35, 1.06)"
-52,-52,-35,P7,"(0.35, 1.06)"
-52,-55,-35,P7,"(0.35, 1.06)"
-53,-56,-35,P7,"(0.35, 1.06)"
-47,-49,-37,P7,"(0.35, 1.06)"
-47,-49,-35,P7,"(0.35, 1.06)"
-47,-49,-35,P7,"(0.35, 1.06)"
-47,-49,-35,P7,"(0.35, 1.06)"
-46,-48,-31,P7,"(0.35, 1.06)"
-47,-51,-35,P7,"(0.35, 1.06)"
-47,-52,-35,P7,"(0.35, 1.06)"
-57,-51,-31,P7,"(0.35, 1.06)"
-56,-52,-31,P7,"(0.35, 1.06)"
-55,-53,-29,P7,"(0.35, 1.06)"
-55,-53,-34,P7,"(0.35, 1.06)"
-52,-49,-36,P7,"(0.35, 1.06)"
-43,-57,-35,P7,"(0.35, 1.06)"
-42,-51,-35,P7,"(0.35, 1.06)"
-44,-51,-36,P7,"(0.35, 1.06)"
-43,-50,-36,P7,"(0.35, 1.06)"
-43,-50,-36,P7,"(0.35, 1.06)"
-43,-51,-35,P7,"(0.35, 1.06)"
-43,-51,-35,P7,"(0.35, 1.06)"
-45,-50,-36,P7,"(0.35, 1.06)"
-45,-51,-35,P7,"(0.35, 1.06)"
-45,-51,-35,P7,"(0.35, 1.06)"
-45,-50,-36,P7,"(0.35, 1.06)"
-45,-50,-35,P7,"(0.35, 1.06)"
-43,-49,-35,P7,"(0.35, 1.06)"
-43,-49,-35,P7,"(0.35, 1.06)"
-43,-49,-35,P7,"(0.35, 1.06)"
-43,-49,-35,P7,"(0.35, 1.06)"
-43,-49,-35,P7,"(0.35, 1.06)"
-43,-49,-35,P7,"(0.35, 1.06)"
-43,-50,-35,P7,"(0.35, 1.06)"
-44,-51,-35,P7,"(0.35, 1.06)"
-44,-51,-35,P7,"(0.35, 1.06)"
-44,-50,-35,P7,"(0.35, 1.06)"
-44,-51,-35,P7,"(0.35, 1.06)"
-44,-50,-35,P7,"(0.35, 1.06)"
-44,-52,-35,P7,"(0.35, 1.06)"
-43,-51,-35,P7,"(0.35, 1.06)"
-45,-51,-35,P7,"(0.35, 1.06)"
-44,-51,-35,P7,"(0.35, 1.06)"
-44,-50,-36,P7,"(0.35, 1.06)"
-44,-50,-36,P7,"(0.35, 1.06)"
-44,-51,-36,P7,"(0.35, 1.06)"
-44,-51,-36,P7,"(0.35, 1.06)"
-44,-51,-36,P7,"(0.35, 1.06)"
-44,-51,-38,P7,"(0.35, 1.06)"
-45,-50,-36,P7,"(0.35, 1.06)"
-45,-51,-36,P7,"(0.35, 1.06)"
-45,-51,-36,P7,"(0.35, 1.06)"
-45,-51,-36,P7,"(0.35, 1.06)"
-45,-50,-36,P7,"(0.35, 1.06)"
-45,-51,-36,P7,"(0.35, 1.06)"
-45,-51,-38,P7,"(0.35, 1.06)"
-45,-51,-36,P7,"(0.35, 1.06)"
-45,-51,-36,P7,"(0.35, 1.06)"
-45,-51,-37,P7,"(0.35, 1.06)"
-43,-51,-35,P7,"(0.35, 1.06)"
-45,-54,-31,P7,"(0.35, 1.06)"
-45,-52,-35,P7,"(0.35, 1.06)"
-43,-51,-34,P7,"(0.35, 1.06)"
-43,-51,-35,P7,"(0.35, 1.06)"
-43,-52,-35,P7,"(0.35, 1.06)"
-45,-57,-35,P7,"(0.35, 1.06)"
-45,-57,-36,P7,"(0.35, 1.06)"
-47,-57,-36,P7,"(0.35, 1.06)"
-47,-58,-36,P7,"(0.35, 1.06)"
-48,-58,-36,P7,"(0.35, 1.06)"
-46,-57,-36,P7,"(0.35, 1.06)"
-47,-48,-29,P7,"(0.35, 1.06)"
-48,-49,-30,P7,"(0.35, 1.06)"
-49,-51,-36,P7,"(0.35, 1.06)"
-51,-54,-34,P7,"(0.35, 1.06)"
-51,-54,-34,P7,"(0.35, 1.06)"
-51,-54,-30,P7,"(0.35, 1.06)"
-52,-53,-30,P7,"(0.35, 1.06)"
-53,-56,-29,P7,"(0.35, 1.06)"
-51,-56,-31,P7,"(0.35, 1.06)"
-49,-54,-30,P7,"(0.35, 1.06)"
-48,-50,-36,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-49,-50,-37,P7,"(0.35, 1.06)"
-49,-51,-37,P7,"(0.35, 1.06)"
-49,-52,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-48,-53,-37,P7,"(0.35, 1.06)"
-52,-50,-37,P7,"(0.35, 1.06)"
-52,-51,-37,P7,"(0.35, 1.06)"
-51,-50,-37,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-50,-50,-37,P7,"(0.35, 1.06)"
-50,-50,-38,P7,"(0.35, 1.06)"
-51,-51,-38,P7,"(0.35, 1.06)"
-51,-51,-38,P7,"(0.35, 1.06)"
-51,-51,-38,P7,"(0.35, 1.06)"
-51,-51,-38,P7,"(0.35, 1.06)"
-51,-51,-38,P7,"(0.35, 1.06)"
-51,-50,-38,P7,"(0.35, 1.06)"
-50,-49,-38,P7,"(0.35, 1.06)"
-49,-49,-38,P7,"(0.35, 1.06)"
-50,-49,-38,P7,"(0.35, 1.06)"
-50,-48,-38,P7,"(0.35, 1.06)"
-50,-48,-38,P7,"(0.35, 1.06)"
-50,-48,-39,P7,"(0.35, 1.06)"
-50,-48,-38,P7,"(0.35, 1.06)"
-50,-48,-39,P7,"(0.35, 1.06)"
-50,-49,-40,P7,"(0.35, 1.06)"
-49,-49,-38,P7,"(0.35, 1.06)"
-49,-49,-38,P7,"(0.35, 1.06)"
-49,-49,-38,P7,"(0.35, 1.06)"
-48,-49,-38,P7,"(0.35, 1.06)"
-46,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-47,-52,-36,P7,"(0.35, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-36,-29,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-38,-37,-29,P8,"(0.71, 1.06)"
-38,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-39,-39,-28,P8,"(0.71, 1.06)"
-38,-37,-29,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-38,-29,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-38,-36,-28,P8,"(0.71, 1.06)"
-38,-37,-29,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-38,-36,-28,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-39,-37,-33,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-26,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-32,P8,"(0.71, 1.06)"
-39,-39,-27,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-40,-37,-29,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-40,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-39,-39,-28,P8,"(0.71, 1.06)"
-39,-37,-32,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-39,-38,-27,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-27,P8,"(0.71, 1.06)"
-40,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-38,-27,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-25,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-39,-37,-27,P8,"(0.71, 1.06)"
-40,-38,-27,P8,"(0.71, 1.06)"
-40,-39,-29,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-39,-38,-27,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-39,-38,-27,P8,"(0.71, 1.06)"
-39,-38,-27,P8,"(0.71, 1.06)"
-38,-38,-29,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-27,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-32,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-40,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-39,-39,-28,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-39,-38,-27,P8,"(0.71, 1.06)"
-40,-38,-29,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-40,-39,-29,P8,"(0.71, 1.06)"
-39,-39,-29,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-39,-32,P8,"(0.71, 1.06)"
-40,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-39,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-39,-29,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-40,-38,-29,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-38,-39,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-38,-38,-27,P8,"(0.71, 1.06)"
-39,-39,-28,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-39,-39,-28,P8,"(0.71, 1.06)"
-39,-38,-32,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-38,-36,-28,P8,"(0.71, 1.06)"
-38,-36,-29,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-36,-29,P8,"(0.71, 1.06)"
-37,-36,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-39,-35,-28,P8,"(0.71, 1.06)"
-38,-38,-28,P8,"(0.71, 1.06)"
-38,-36,-32,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-38,-36,-29,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-39,-36,-29,P8,"(0.71, 1.06)"
-38,-36,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-36,-29,P8,"(0.71, 1.06)"
-39,-36,-29,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-38,-38,-29,P8,"(0.71, 1.06)"
-38,-36,-28,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-38,-36,-28,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-39,-36,-29,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-36,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-31,-27,P8,"(0.71, 1.06)"
-39,-37,-29,P8,"(0.71, 1.06)"
-38,-37,-29,P8,"(0.71, 1.06)"
-38,-37,-29,P8,"(0.71, 1.06)"
-39,-38,-28,P8,"(0.71, 1.06)"
-39,-31,-29,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-38,-38,-26,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-29,P8,"(0.71, 1.06)"
-38,-37,-29,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-36,-28,P8,"(0.71, 1.06)"
-39,-38,-29,P8,"(0.71, 1.06)"
-38,-37,-29,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-39,-37,-28,P8,"(0.71, 1.06)"
-38,-37,-28,P8,"(0.71, 1.06)"
